ó^Ç¶ÇΩèdóvìx,0.095000,0.225000,0.090000,0.210000,0.085000,0.195000,0.080000,0.180000,0.075000,0.165000,0.070000,0.150000,0.065000,0.135000,0.060000,0.120000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],wL[5],wR[5],wL[6],wR[6],wL[7],wR[7],ãÊä‘ïùÇÃëçòa
34,0.148896, 0.148896,0.155862, 0.155862,0.140357, 0.140357,0.143548, 0.143548,0.133576, 0.133576,0.083832, 0.083832,0.085212, 0.085212,0.108717, 0.108717,0.000000
35,0.190057, 0.190057,0.173502, 0.173502,0.129768, 0.129768,0.102171, 0.102171,0.120160, 0.120160,0.097274, 0.097274,0.117653, 0.117653,0.069416, 0.069416,0.000000
36,0.149728, 0.149728,0.206506, 0.206506,0.097382, 0.097382,0.133098, 0.133098,0.098698, 0.098698,0.127520, 0.127520,0.082462, 0.082462,0.104606, 0.104606,0.000000
37,0.178440, 0.178440,0.131587, 0.131587,0.147548, 0.147548,0.137787, 0.137787,0.113608, 0.113608,0.120514, 0.120514,0.083800, 0.083800,0.086715, 0.086715,0.000000
38,0.145732, 0.145732,0.167653, 0.167653,0.144023, 0.144023,0.113535, 0.113535,0.108113, 0.108113,0.110475, 0.110475,0.114219, 0.114219,0.096250, 0.096250,0.000000
39,0.127458, 0.127458,0.148579, 0.148579,0.139282, 0.139282,0.096504, 0.096504,0.126461, 0.126461,0.153804, 0.153804,0.103052, 0.103052,0.104861, 0.104861,0.000000
40,0.182958, 0.182958,0.189445, 0.189445,0.129171, 0.129171,0.099539, 0.099539,0.119114, 0.119114,0.102112, 0.102112,0.109933, 0.109933,0.067728, 0.067728,0.000000
41,0.163454, 0.163454,0.192926, 0.192926,0.120383, 0.120383,0.140580, 0.140580,0.103006, 0.103006,0.098294, 0.098294,0.116934, 0.116934,0.064422, 0.064422,0.000000
42,0.169298, 0.169298,0.138299, 0.138299,0.146283, 0.146283,0.108304, 0.108304,0.130145, 0.130145,0.117752, 0.117752,0.125813, 0.125813,0.064105, 0.064105,0.000000
43,0.157237, 0.157237,0.121355, 0.121355,0.164689, 0.164689,0.136436, 0.136436,0.133350, 0.133350,0.106773, 0.106773,0.092630, 0.092630,0.087529, 0.087529,0.000000
44,0.167539, 0.167539,0.131189, 0.131189,0.126289, 0.126289,0.130935, 0.130935,0.116783, 0.116783,0.129730, 0.129730,0.111714, 0.111714,0.085821, 0.085821,0.000000
45,0.117462, 0.117462,0.172162, 0.172162,0.165759, 0.165759,0.119491, 0.119491,0.116116, 0.116116,0.104743, 0.104743,0.131101, 0.131101,0.073166, 0.073166,0.000000
46,0.149682, 0.149682,0.147169, 0.147169,0.133650, 0.133650,0.156119, 0.156119,0.118390, 0.118390,0.108995, 0.108995,0.107303, 0.107303,0.078691, 0.078691,0.000000
47,0.163903, 0.163903,0.151230, 0.151230,0.115475, 0.115475,0.153532, 0.153532,0.114020, 0.114020,0.069681, 0.069681,0.145373, 0.145373,0.086787, 0.086787,0.000000
48,0.149542, 0.149542,0.109308, 0.109308,0.144687, 0.144687,0.161466, 0.161466,0.116113, 0.116113,0.122685, 0.122685,0.118371, 0.118371,0.077829, 0.077829,0.000000
49,0.139840, 0.139840,0.157361, 0.157361,0.097790, 0.097790,0.142712, 0.142712,0.145673, 0.145673,0.134049, 0.134049,0.111625, 0.111625,0.070950, 0.070950,0.000000
50,0.172617, 0.172617,0.166920, 0.166920,0.177345, 0.177345,0.109628, 0.109628,0.111147, 0.111147,0.096487, 0.096487,0.089606, 0.089606,0.076251, 0.076251,0.000000
51,0.179016, 0.179016,0.159110, 0.159110,0.136671, 0.136671,0.140609, 0.140609,0.123311, 0.123311,0.106514, 0.106514,0.069419, 0.069419,0.085349, 0.085349,0.000000
52,0.124343, 0.124343,0.114700, 0.114700,0.164037, 0.164037,0.154149, 0.154149,0.134217, 0.134217,0.130924, 0.130924,0.105562, 0.105562,0.072067, 0.072067,0.000000
53,0.112616, 0.112616,0.188784, 0.188784,0.146695, 0.146695,0.134720, 0.134720,0.119318, 0.119318,0.100272, 0.100272,0.114835, 0.114835,0.082760, 0.082760,0.000000
54,0.183794, 0.183794,0.124137, 0.124137,0.169777, 0.169777,0.164471, 0.164471,0.103836, 0.103836,0.079112, 0.079112,0.089915, 0.089915,0.084958, 0.084958,0.000000
55,0.154557, 0.154557,0.160777, 0.160777,0.139612, 0.139612,0.119448, 0.119448,0.125551, 0.125551,0.084841, 0.084841,0.118022, 0.118022,0.097193, 0.097193,0.000000
56,0.138900, 0.138900,0.206981, 0.206981,0.147709, 0.147709,0.133400, 0.133400,0.095212, 0.095212,0.108052, 0.108052,0.094354, 0.094354,0.075391, 0.075391,0.000000
57,0.128702, 0.128702,0.186848, 0.186848,0.110704, 0.110704,0.134483, 0.134483,0.154291, 0.154291,0.102736, 0.102736,0.082644, 0.082644,0.099592, 0.099592,0.000000
58,0.168322, 0.168322,0.161776, 0.161776,0.114330, 0.114330,0.145124, 0.145124,0.129435, 0.129435,0.098975, 0.098975,0.083565, 0.083565,0.098473, 0.098473,0.000000
59,0.120451, 0.120451,0.107543, 0.107543,0.198708, 0.198708,0.157328, 0.157328,0.110453, 0.110453,0.116916, 0.116916,0.088125, 0.088125,0.100476, 0.100476,0.000000
60,0.192799, 0.192799,0.150933, 0.150933,0.128181, 0.128181,0.103002, 0.103002,0.088991, 0.088991,0.105301, 0.105301,0.110299, 0.110299,0.120495, 0.120495,0.000000
61,0.182077, 0.182077,0.116045, 0.116045,0.159920, 0.159920,0.146062, 0.146062,0.133997, 0.133997,0.073382, 0.073382,0.105736, 0.105736,0.082781, 0.082781,0.000000
62,0.154330, 0.154330,0.151757, 0.151757,0.171692, 0.171692,0.110688, 0.110688,0.124113, 0.124113,0.117028, 0.117028,0.099207, 0.099207,0.071184, 0.071184,0.000000
63,0.143192, 0.143192,0.152417, 0.152417,0.131493, 0.131493,0.122233, 0.122233,0.122866, 0.122866,0.088697, 0.088697,0.115630, 0.115630,0.123472, 0.123472,0.000000
64,0.177616, 0.177616,0.142159, 0.142159,0.161566, 0.161566,0.090547, 0.090547,0.097113, 0.097113,0.126109, 0.126109,0.110030, 0.110030,0.094860, 0.094860,0.000000
65,0.129351, 0.129351,0.177366, 0.177366,0.127017, 0.127017,0.159466, 0.159466,0.137075, 0.137075,0.105558, 0.105558,0.085770, 0.085770,0.078397, 0.078397,0.000000
66,0.136769, 0.136769,0.147019, 0.147019,0.166397, 0.166397,0.113532, 0.113532,0.119236, 0.119236,0.113314, 0.113314,0.128070, 0.128070,0.075664, 0.075664,0.000000
67,0.158533, 0.158533,0.127743, 0.127743,0.183423, 0.183423,0.126497, 0.126497,0.118135, 0.118135,0.133659, 0.133659,0.069727, 0.069727,0.082283, 0.082283,0.000000
68,0.186090, 0.186090,0.137856, 0.137856,0.096905, 0.096905,0.154887, 0.154887,0.146813, 0.146813,0.091584, 0.091584,0.113976, 0.113976,0.071889, 0.071889,0.000000
69,0.139296, 0.139296,0.164275, 0.164275,0.140055, 0.140055,0.123835, 0.123835,0.141489, 0.141489,0.141263, 0.141263,0.080620, 0.080620,0.069167, 0.069167,0.000000
70,0.144372, 0.144372,0.131560, 0.131560,0.142697, 0.142697,0.120250, 0.120250,0.108862, 0.108862,0.140492, 0.140492,0.136583, 0.136583,0.075184, 0.075184,0.000000
71,0.181112, 0.181112,0.137532, 0.137532,0.144596, 0.144596,0.136102, 0.136102,0.104653, 0.104653,0.086237, 0.086237,0.113314, 0.113314,0.096452, 0.096452,0.000000
72,0.149159, 0.149159,0.131121, 0.131121,0.139833, 0.139833,0.132975, 0.132975,0.098965, 0.098965,0.124807, 0.124807,0.110625, 0.110625,0.112515, 0.112515,0.000000
73,0.141751, 0.141751,0.156513, 0.156513,0.153061, 0.153061,0.127182, 0.127182,0.088800, 0.088800,0.109299, 0.109299,0.106210, 0.106210,0.117183, 0.117183,0.000000
74,0.141296, 0.141296,0.155837, 0.155837,0.116422, 0.116422,0.118103, 0.118103,0.134565, 0.134565,0.134565, 0.134565,0.106854, 0.106854,0.092360, 0.092360,0.000000
75,0.179483, 0.179483,0.177871, 0.177871,0.125926, 0.125926,0.106276, 0.106276,0.117338, 0.117338,0.096992, 0.096992,0.099825, 0.099825,0.096289, 0.096289,0.000000
76,0.161926, 0.161926,0.160430, 0.160430,0.180026, 0.180026,0.117710, 0.117710,0.106025, 0.106025,0.090093, 0.090093,0.106449, 0.106449,0.077342, 0.077342,0.000000
77,0.146548, 0.146548,0.115725, 0.115725,0.155118, 0.155118,0.148847, 0.148847,0.100431, 0.100431,0.115154, 0.115154,0.144146, 0.144146,0.074031, 0.074031,0.000000
78,0.130062, 0.130062,0.106111, 0.106111,0.125911, 0.125911,0.181868, 0.181868,0.133806, 0.133806,0.096027, 0.096027,0.123372, 0.123372,0.102843, 0.102843,0.000000
79,0.179657, 0.179657,0.149986, 0.149986,0.090542, 0.090542,0.127130, 0.127130,0.146654, 0.146654,0.082369, 0.082369,0.142634, 0.142634,0.081029, 0.081029,0.000000
80,0.140757, 0.140757,0.203965, 0.203965,0.126175, 0.126175,0.111794, 0.111794,0.132588, 0.132588,0.117901, 0.117901,0.090063, 0.090063,0.076756, 0.076756,0.000000
81,0.172871, 0.172871,0.131495, 0.131495,0.181651, 0.181651,0.167510, 0.167510,0.125387, 0.125387,0.087211, 0.087211,0.054648, 0.054648,0.079227, 0.079227,0.000000
82,0.180052, 0.180052,0.146089, 0.146089,0.090430, 0.090430,0.161413, 0.161413,0.098205, 0.098205,0.136405, 0.136405,0.109110, 0.109110,0.078297, 0.078297,0.000000
83,0.159695, 0.159695,0.117112, 0.117112,0.128377, 0.128377,0.137373, 0.137373,0.140380, 0.140380,0.097841, 0.097841,0.118375, 0.118375,0.100848, 0.100848,0.000000
84,0.183101, 0.183101,0.117235, 0.117235,0.146650, 0.146650,0.131666, 0.131666,0.107303, 0.107303,0.148288, 0.148288,0.094169, 0.094169,0.071587, 0.071587,0.000000
85,0.146684, 0.146684,0.107821, 0.107821,0.144756, 0.144756,0.139759, 0.139759,0.144912, 0.144912,0.094501, 0.094501,0.121360, 0.121360,0.100207, 0.100207,0.000000
86,0.178012, 0.178012,0.139454, 0.139454,0.116318, 0.116318,0.143320, 0.143320,0.088673, 0.088673,0.127311, 0.127311,0.119395, 0.119395,0.087516, 0.087516,0.000000
87,0.174028, 0.174028,0.133842, 0.133842,0.137251, 0.137251,0.160136, 0.160136,0.082872, 0.082872,0.122947, 0.122947,0.095805, 0.095805,0.093120, 0.093120,0.000000
88,0.160895, 0.160895,0.155887, 0.155887,0.131776, 0.131776,0.149159, 0.149159,0.093632, 0.093632,0.095018, 0.095018,0.116630, 0.116630,0.097003, 0.097003,0.000000
89,0.150528, 0.150528,0.163080, 0.163080,0.147877, 0.147877,0.125672, 0.125672,0.125264, 0.125264,0.130191, 0.130191,0.086333, 0.086333,0.071055, 0.071055,0.000000
90,0.151341, 0.151341,0.139654, 0.139654,0.177165, 0.177165,0.135519, 0.135519,0.091805, 0.091805,0.133411, 0.133411,0.092438, 0.092438,0.078666, 0.078666,0.000000
91,0.173288, 0.173288,0.127243, 0.127243,0.148306, 0.148306,0.112320, 0.112320,0.118153, 0.118153,0.134955, 0.134955,0.100094, 0.100094,0.085641, 0.085641,0.000000
92,0.136881, 0.136881,0.147733, 0.147733,0.116028, 0.116028,0.085905, 0.085905,0.164408, 0.164408,0.158798, 0.158798,0.106946, 0.106946,0.083301, 0.083301,0.000000
93,0.123395, 0.123395,0.116699, 0.116699,0.157509, 0.157509,0.113329, 0.113329,0.139488, 0.139488,0.144244, 0.144244,0.092806, 0.092806,0.112530, 0.112530,0.000000
94,0.097280, 0.097280,0.176920, 0.176920,0.148472, 0.148472,0.117478, 0.117478,0.106624, 0.106624,0.174724, 0.174724,0.110107, 0.110107,0.068397, 0.068397,0.000000
95,0.151617, 0.151617,0.211828, 0.211828,0.107902, 0.107902,0.134412, 0.134412,0.119354, 0.119354,0.086052, 0.086052,0.102950, 0.102950,0.085886, 0.085886,0.000000
96,0.182335, 0.182335,0.146951, 0.146951,0.137018, 0.137018,0.109069, 0.109069,0.153169, 0.153169,0.096309, 0.096309,0.095292, 0.095292,0.079856, 0.079856,0.000000
97,0.127141, 0.127141,0.140466, 0.140466,0.143381, 0.143381,0.143603, 0.143603,0.139272, 0.139272,0.093181, 0.093181,0.130008, 0.130008,0.082948, 0.082948,0.000000
98,0.117682, 0.117682,0.147333, 0.147333,0.191023, 0.191023,0.116787, 0.116787,0.118521, 0.118521,0.139583, 0.139583,0.083864, 0.083864,0.085206, 0.085206,0.000000
99,0.195691, 0.195691,0.184495, 0.184495,0.134412, 0.134412,0.122957, 0.122957,0.125569, 0.125569,0.099849, 0.099849,0.059050, 0.059050,0.077975, 0.077975,0.000000
100,0.152111, 0.152111,0.132349, 0.132349,0.146286, 0.146286,0.135528, 0.135528,0.105994, 0.105994,0.101157, 0.101157,0.140202, 0.140202,0.086373, 0.086373,0.000000
101,0.177929, 0.177929,0.137578, 0.137578,0.155854, 0.155854,0.111104, 0.111104,0.125879, 0.125879,0.110797, 0.110797,0.090298, 0.090298,0.090562, 0.090562,0.000000
102,0.143474, 0.143474,0.170487, 0.170487,0.144799, 0.144799,0.122625, 0.122625,0.117660, 0.117660,0.117239, 0.117239,0.091519, 0.091519,0.092197, 0.092197,0.000000
103,0.182355, 0.182355,0.151140, 0.151140,0.133785, 0.133785,0.133954, 0.133954,0.095192, 0.095192,0.109222, 0.109222,0.108422, 0.108422,0.085930, 0.085930,0.000000
104,0.174383, 0.174383,0.155809, 0.155809,0.169512, 0.169512,0.108919, 0.108919,0.117777, 0.117777,0.112397, 0.112397,0.082994, 0.082994,0.078208, 0.078208,0.000000
105,0.155700, 0.155700,0.119932, 0.119932,0.166312, 0.166312,0.132938, 0.132938,0.149276, 0.149276,0.091484, 0.091484,0.096644, 0.096644,0.087715, 0.087715,0.000000
106,0.155974, 0.155974,0.130900, 0.130900,0.123871, 0.123871,0.170382, 0.170382,0.139606, 0.139606,0.092429, 0.092429,0.087056, 0.087056,0.099782, 0.099782,0.000000
107,0.171639, 0.171639,0.158538, 0.158538,0.151905, 0.151905,0.116878, 0.116878,0.140203, 0.140203,0.079565, 0.079565,0.106801, 0.106801,0.074471, 0.074471,0.000000
108,0.174366, 0.174366,0.134475, 0.134475,0.120383, 0.120383,0.151141, 0.151141,0.114678, 0.114678,0.110768, 0.110768,0.099443, 0.099443,0.094746, 0.094746,0.000000
109,0.196531, 0.196531,0.119070, 0.119070,0.155539, 0.155539,0.140041, 0.140041,0.112912, 0.112912,0.100374, 0.100374,0.088788, 0.088788,0.086746, 0.086746,0.000000
110,0.163743, 0.163743,0.223486, 0.223486,0.108083, 0.108083,0.116852, 0.116852,0.075318, 0.075318,0.145675, 0.145675,0.082403, 0.082403,0.084440, 0.084440,0.000000
111,0.120021, 0.120021,0.148510, 0.148510,0.133705, 0.133705,0.183553, 0.183553,0.100551, 0.100551,0.153985, 0.153985,0.065602, 0.065602,0.094073, 0.094073,0.000000
112,0.161145, 0.161145,0.155129, 0.155129,0.121829, 0.121829,0.175278, 0.175278,0.101324, 0.101324,0.086288, 0.086288,0.109253, 0.109253,0.089754, 0.089754,0.000000
113,0.182222, 0.182222,0.147905, 0.147905,0.126578, 0.126578,0.148111, 0.148111,0.141123, 0.141123,0.106730, 0.106730,0.072610, 0.072610,0.074721, 0.074721,0.000000
114,0.140439, 0.140439,0.141098, 0.141098,0.162525, 0.162525,0.201155, 0.201155,0.086449, 0.086449,0.078568, 0.078568,0.086563, 0.086563,0.103202, 0.103202,0.000000
115,0.126429, 0.126429,0.143735, 0.143735,0.194106, 0.194106,0.093899, 0.093899,0.117902, 0.117902,0.126965, 0.126965,0.110198, 0.110198,0.086766, 0.086766,0.000000
116,0.154581, 0.154581,0.163521, 0.163521,0.146531, 0.146531,0.152425, 0.152425,0.093543, 0.093543,0.122335, 0.122335,0.102255, 0.102255,0.064810, 0.064810,0.000000
117,0.185174, 0.185174,0.126221, 0.126221,0.141552, 0.141552,0.133999, 0.133999,0.117919, 0.117919,0.120264, 0.120264,0.087157, 0.087157,0.087713, 0.087713,0.000000
118,0.135679, 0.135679,0.161308, 0.161308,0.138723, 0.138723,0.121377, 0.121377,0.118873, 0.118873,0.123760, 0.123760,0.085829, 0.085829,0.114452, 0.114452,0.000000
119,0.166616, 0.166616,0.141562, 0.141562,0.114921, 0.114921,0.158733, 0.158733,0.104387, 0.104387,0.109430, 0.109430,0.087843, 0.087843,0.116506, 0.116506,0.000000
120,0.169666, 0.169666,0.162221, 0.162221,0.086133, 0.086133,0.169161, 0.169161,0.115590, 0.115590,0.125494, 0.125494,0.087977, 0.087977,0.083757, 0.083757,0.000000
121,0.189529, 0.189529,0.170336, 0.170336,0.171173, 0.171173,0.107038, 0.107038,0.116555, 0.116555,0.105252, 0.105252,0.077931, 0.077931,0.062186, 0.062186,0.000000
122,0.169355, 0.169355,0.156402, 0.156402,0.143646, 0.143646,0.125990, 0.125990,0.132638, 0.132638,0.126055, 0.126055,0.064944, 0.064944,0.080971, 0.080971,0.000000
123,0.169665, 0.169665,0.117823, 0.117823,0.111419, 0.111419,0.141583, 0.141583,0.156594, 0.156594,0.102460, 0.102460,0.115682, 0.115682,0.084775, 0.084775,0.000000
124,0.185606, 0.185606,0.133410, 0.133410,0.146727, 0.146727,0.108633, 0.108633,0.134335, 0.134335,0.099291, 0.099291,0.099968, 0.099968,0.092030, 0.092030,0.000000
125,0.165722, 0.165722,0.182359, 0.182359,0.146008, 0.146008,0.096434, 0.096434,0.109145, 0.109145,0.142633, 0.142633,0.071922, 0.071922,0.085778, 0.085778,0.000000
126,0.124906, 0.124906,0.179287, 0.179287,0.136463, 0.136463,0.148469, 0.148469,0.092412, 0.092412,0.109079, 0.109079,0.100964, 0.100964,0.108420, 0.108420,0.000000
127,0.133955, 0.133955,0.195933, 0.195933,0.120597, 0.120597,0.136024, 0.136024,0.093569, 0.093569,0.124280, 0.124280,0.087116, 0.087116,0.108526, 0.108526,0.000000
128,0.119700, 0.119700,0.200509, 0.200509,0.167611, 0.167611,0.107101, 0.107101,0.081068, 0.081068,0.106484, 0.106484,0.108763, 0.108763,0.108763, 0.108763,0.000000
129,0.163763, 0.163763,0.143817, 0.143817,0.121455, 0.121455,0.117168, 0.117168,0.118019, 0.118019,0.186790, 0.186790,0.089376, 0.089376,0.059612, 0.059612,0.000000
130,0.163550, 0.163550,0.130303, 0.130303,0.158726, 0.158726,0.141993, 0.141993,0.098919, 0.098919,0.107952, 0.107952,0.094518, 0.094518,0.104039, 0.104039,0.000000
131,0.199075, 0.199075,0.156748, 0.156748,0.157068, 0.157068,0.099070, 0.099070,0.149308, 0.149308,0.074320, 0.074320,0.086942, 0.086942,0.077469, 0.077469,0.000000
132,0.173612, 0.173612,0.164656, 0.164656,0.120142, 0.120142,0.163299, 0.163299,0.110854, 0.110854,0.099511, 0.099511,0.072466, 0.072466,0.095461, 0.095461,0.000000
133,0.123442, 0.123442,0.155625, 0.155625,0.138428, 0.138428,0.126716, 0.126716,0.103600, 0.103600,0.120904, 0.120904,0.135965, 0.135965,0.095319, 0.095319,0.000000
134,0.172252, 0.172252,0.125404, 0.125404,0.157675, 0.157675,0.145625, 0.145625,0.123151, 0.123151,0.112954, 0.112954,0.089571, 0.089571,0.073367, 0.073367,0.000000
135,0.190190, 0.190190,0.175251, 0.175251,0.124251, 0.124251,0.129914, 0.129914,0.087445, 0.087445,0.073781, 0.073781,0.107890, 0.107890,0.111278, 0.111278,0.000000
136,0.136265, 0.136265,0.173885, 0.173885,0.140442, 0.140442,0.133418, 0.133418,0.109806, 0.109806,0.094710, 0.094710,0.112229, 0.112229,0.099245, 0.099245,0.000000
137,0.148063, 0.148063,0.139249, 0.139249,0.133421, 0.133421,0.125858, 0.125858,0.141558, 0.141558,0.113154, 0.113154,0.118196, 0.118196,0.080500, 0.080500,0.000000
138,0.193655, 0.193655,0.142089, 0.142089,0.136290, 0.136290,0.140066, 0.140066,0.110384, 0.110384,0.090736, 0.090736,0.100468, 0.100468,0.086311, 0.086311,0.000000
139,0.144000, 0.144000,0.137973, 0.137973,0.155999, 0.155999,0.142277, 0.142277,0.094139, 0.094139,0.066904, 0.066904,0.147499, 0.147499,0.111208, 0.111208,0.000000
140,0.131235, 0.131235,0.183861, 0.183861,0.135103, 0.135103,0.142930, 0.142930,0.104808, 0.104808,0.132505, 0.132505,0.087740, 0.087740,0.081818, 0.081818,0.000000
141,0.150815, 0.150815,0.174173, 0.174173,0.118244, 0.118244,0.170908, 0.170908,0.110180, 0.110180,0.091043, 0.091043,0.102630, 0.102630,0.082007, 0.082007,0.000000
142,0.204339, 0.204339,0.110797, 0.110797,0.131080, 0.131080,0.151510, 0.151510,0.102053, 0.102053,0.125080, 0.125080,0.088974, 0.088974,0.086166, 0.086166,0.000000
