ó^Ç¶ÇΩèdóvìx,0.270000,0.330000,0.210000,0.290000,0.150000,0.250000,0.090000,0.210000,0.030000,0.170000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],ãÊä‘ïùÇÃëçòa
191,0.229335, 0.265955,0.229335, 0.407059,0.136632, 0.290145,0.117770, 0.189294,0.047497, 0.086977,0.478861
192,0.235951, 0.419093,0.206626, 0.305847,0.093078, 0.221330,0.034071, 0.335079,0.000001, 0.148923,0.860546
193,0.231241, 0.337417,0.231241, 0.314564,0.075783, 0.231241,0.164860, 0.297623,0.014407, 0.101622,0.564934
194,0.265269, 0.478296,0.153172, 0.387849,0.071834, 0.329050,0.050859, 0.132051,0.040165, 0.091455,0.837401
195,0.176875, 0.357557,0.267216, 0.456036,0.074515, 0.267216,0.123167, 0.164856,0.000669, 0.111892,0.715115
196,0.227912, 0.479501,0.175135, 0.336222,0.140946, 0.209325,0.074328, 0.112075,0.069420, 0.175135,0.624517
197,0.199620, 0.382479,0.145525, 0.293836,0.145535, 0.293826,0.099820, 0.191239,0.102597, 0.145525,0.613809
198,0.271734, 0.357452,0.158351, 0.394769,0.150703, 0.244115,0.066142, 0.237521,0.034611, 0.084604,0.636921
199,0.276316, 0.423978,0.133682, 0.337866,0.181214, 0.233260,0.031784, 0.195232,0.000001, 0.186667,0.754006
200,0.277500, 0.522215,0.138610, 0.321405,0.139309, 0.166671,0.119646, 0.192025,0.027923, 0.094697,0.594024
201,0.295363, 0.374297,0.080863, 0.346618,0.136835, 0.332708,0.131593, 0.163769,0.005837, 0.132118,0.699019
202,0.209516, 0.353763,0.166526, 0.414998,0.160179, 0.328592,0.050058, 0.185784,0.000001, 0.130583,0.827440
203,0.309059, 0.463812,0.108020, 0.226999,0.167509, 0.310007,0.127274, 0.181786,0.021780, 0.083755,0.532717
204,0.225941, 0.546475,0.148238, 0.315339,0.115894, 0.293431,0.052125, 0.231788,0.006401, 0.064368,0.902802
205,0.210240, 0.278558,0.182681, 0.417838,0.067102, 0.400971,0.095781, 0.188659,0.035970, 0.122200,0.816453
206,0.179631, 0.436904,0.257270, 0.257270,0.147108, 0.356990,0.035920, 0.217576,0.025574, 0.085757,0.708994
207,0.265670, 0.437863,0.216136, 0.311826,0.146664, 0.267947,0.070687, 0.169924,0.043715, 0.069568,0.514255
208,0.161747, 0.252476,0.207112, 0.297840,0.144350, 0.351872,0.124055, 0.303021,0.033472, 0.124055,0.658529
209,0.250636, 0.337040,0.198264, 0.379824,0.115387, 0.250785,0.125713, 0.183702,0.045700, 0.112949,0.528600
210,0.168848, 0.385730,0.149737, 0.361842,0.248683, 0.288919,0.107566, 0.147803,0.000001, 0.140870,0.650327
211,0.141694, 0.424295,0.216342, 0.432434,0.142278, 0.333442,0.052051, 0.162194,0.024521, 0.070749,0.846230
212,0.178277, 0.453449,0.129559, 0.364712,0.051624, 0.333711,0.121571, 0.244263,0.033830, 0.089005,0.970279
213,0.172217, 0.267490,0.173987, 0.455375,0.142403, 0.237676,0.091261, 0.299313,0.035508, 0.124770,0.769246
214,0.230273, 0.411516,0.125844, 0.401736,0.139651, 0.320894,0.000001, 0.247964,0.000001, 0.122120,1.008460
215,0.300550, 0.412237,0.200092, 0.353382,0.200260, 0.200473,0.094827, 0.104089,0.035359, 0.098732,0.337825
216,0.177808, 0.382729,0.254597, 0.374450,0.076306, 0.279309,0.079682, 0.214662,0.048295, 0.112163,0.726627
217,0.197552, 0.541714,0.033850, 0.537686,0.051068, 0.282501,0.012735, 0.184816,0.000001, 0.158076,1.409588
218,0.245518, 0.316201,0.220080, 0.446987,0.075275, 0.285316,0.067963, 0.175677,0.028596, 0.138388,0.725137
219,0.207171, 0.554548,0.058044, 0.326201,0.035584, 0.328854,0.077011, 0.249190,0.000001, 0.163395,1.244377
220,0.151457, 0.523281,0.173126, 0.336711,0.100914, 0.202001,0.043976, 0.239017,0.000001, 0.229517,1.061052
