ó^Ç¶ÇΩèdóvìx,0.250000,0.350000,0.200000,0.300000,0.150000,0.250000,0.100000,0.200000,0.050000,0.150000,1.000000,

é¿çsâÒêî,wL[0],wR[0],wL[1],wR[1],wL[2],wR[2],wL[3],wR[3],wL[4],wR[4],ãÊä‘ïùÇÃëçòa
63,0.215886, 0.346316,0.194297, 0.336782,0.129531, 0.259063,0.107943, 0.215886,0.043177, 0.151120,0.618332
64,0.204284, 0.415863,0.262651, 0.415863,0.096766, 0.199580,0.043775, 0.145149,0.051071, 0.164998,0.682908
65,0.169432, 0.338865,0.115522, 0.302558,0.121023, 0.282387,0.070597, 0.269552,0.060512, 0.269552,0.925827
66,0.285541, 0.389374,0.166369, 0.277281,0.166369, 0.299464,0.083184, 0.175967,0.033274, 0.123177,0.530526
67,0.243483, 0.461336,0.158050, 0.299464,0.094830, 0.268686,0.059269, 0.192624,0.044452, 0.177807,0.799832
68,0.126575, 0.348081,0.189862, 0.348081,0.096792, 0.268283,0.063287, 0.253150,0.031644, 0.274245,0.983679
69,0.254313, 0.376760,0.184414, 0.297498,0.127156, 0.254313,0.084771, 0.237104,0.028257, 0.155413,0.642177
70,0.139017, 0.278034,0.216249, 0.360415,0.162187, 0.278034,0.108124, 0.228970,0.057242, 0.171727,0.634361
71,0.207932, 0.381209,0.165899, 0.319947,0.119787, 0.262391,0.079858, 0.239574,0.032799, 0.190604,0.787451
72,0.235448, 0.353171,0.117724, 0.238629,0.200039, 0.275915,0.117724, 0.247220,0.047090, 0.167041,0.563953
73,0.200585, 0.367739,0.150439, 0.300878,0.071458, 0.238195,0.119097, 0.317593,0.033431, 0.200585,0.849979
74,0.145078, 0.290155,0.209557, 0.349261,0.089810, 0.235751,0.117876, 0.275043,0.069852, 0.217617,0.735655
75,0.197573, 0.338696,0.197573, 0.395145,0.127011, 0.254022,0.065858, 0.213378,0.032929, 0.177815,0.758115
76,0.208928, 0.389999,0.104464, 0.301338,0.063184, 0.323838,0.052232, 0.252735,0.025274, 0.278009,1.091838
77,0.286937, 0.373018,0.286937, 0.373018,0.110360, 0.157658,0.095646, 0.149446,0.057387, 0.109594,0.325467
78,0.219378, 0.383912,0.168753, 0.270004,0.109689, 0.234004,0.109689, 0.274223,0.054845, 0.175503,0.675292
79,0.200586, 0.356598,0.128948, 0.300879,0.112830, 0.257897,0.069434, 0.300879,0.046289, 0.225660,0.883826
80,0.208691, 0.371006,0.144924, 0.314003,0.144924, 0.326080,0.072462, 0.197624,0.034782, 0.185503,0.788432
81,0.204000, 0.357000,0.131423, 0.292886,0.131423, 0.291009,0.067952, 0.244072,0.037550, 0.242685,0.855304
82,0.257126, 0.303552,0.233476, 0.272894,0.257126, 0.312837,0.085709, 0.130301,0.051425, 0.095554,0.230275
83,0.209169, 0.348615,0.155292, 0.277008,0.111405, 0.259946,0.074270, 0.222811,0.069723, 0.271761,0.760281
84,0.282906, 0.406225,0.242649, 0.330885,0.141453, 0.235755,0.072540, 0.152100,0.029016, 0.106470,0.462871
85,0.233054, 0.357349,0.179272, 0.322690,0.127120, 0.254240,0.076411, 0.244515,0.035854, 0.169494,0.696577
86,0.165388, 0.330776,0.183765, 0.367529,0.099233, 0.275647,0.061255, 0.221159,0.030627, 0.264621,0.919464
87,0.194175, 0.310680,0.145631, 0.233010,0.194175, 0.339806,0.048544, 0.194175,0.097087, 0.242718,0.640777
88,0.211500, 0.376000,0.167085, 0.297040,0.105750, 0.278475,0.116031, 0.256069,0.032009, 0.160043,0.735251
89,0.172852, 0.307293,0.230470, 0.345705,0.124578, 0.249157,0.086426, 0.259278,0.049831, 0.174410,0.671684
90,0.285237, 0.437363,0.126772, 0.237697,0.167786, 0.302016,0.091422, 0.190158,0.033557, 0.127991,0.590450
91,0.197593, 0.329322,0.111146, 0.259341,0.080834, 0.222292,0.161667, 0.280790,0.074097, 0.282917,0.749325
92,0.262672, 0.374718,0.262672, 0.361174,0.131336, 0.218018,0.090841, 0.145345,0.032834, 0.120391,0.439291
93,0.280374, 0.392523,0.140187, 0.252336,0.140187, 0.233645,0.140187, 0.252336,0.028037, 0.140187,0.542056
94,0.191388, 0.334928,0.191388, 0.334928,0.143541, 0.229665,0.095694, 0.239234,0.047847, 0.191388,0.660287
95,0.221921, 0.361649,0.190250, 0.294580,0.110961, 0.256156,0.120073, 0.253948,0.031744, 0.158718,0.650103
96,0.214171, 0.385508,0.109941, 0.274853,0.068713, 0.274853,0.068713, 0.274853,0.053543, 0.274853,0.969838
97,0.199534, 0.399069,0.149651, 0.282674,0.099767, 0.249418,0.099767, 0.237446,0.040382, 0.242292,0.821797
98,0.212053, 0.353422,0.114862, 0.239712,0.164089, 0.295360,0.082044, 0.268012,0.070684, 0.199760,0.712533
99,0.173232, 0.324810,0.202104, 0.397471,0.132988, 0.257397,0.067368, 0.216540,0.040421, 0.187668,0.767773
100,0.199717, 0.332862,0.141904, 0.283809,0.112341, 0.262129,0.074894, 0.224682,0.081703, 0.285959,0.778882
101,0.168633, 0.364033,0.110260, 0.337266,0.064664, 0.258655,0.073507, 0.299662,0.043109, 0.280210,1.079654
102,0.314491, 0.393114,0.157246, 0.242806,0.157246, 0.242806,0.107914, 0.166776,0.078623, 0.138980,0.368962
103,0.311210, 0.389012,0.170193, 0.269472,0.170193, 0.283655,0.085096, 0.175683,0.028365, 0.117122,0.469886
104,0.180576, 0.281952,0.220704, 0.361152,0.121752, 0.243504,0.110352, 0.277090,0.040584, 0.162336,0.652066
105,0.231176, 0.410980,0.160539, 0.347835,0.080270, 0.220741,0.080270, 0.227674,0.035027, 0.205490,0.825438
106,0.206025, 0.343375,0.206025, 0.309038,0.151604, 0.252672,0.068675, 0.206025,0.050535, 0.206025,0.634273
107,0.180354, 0.338164,0.200394, 0.384088,0.128824, 0.268384,0.066798, 0.214707,0.032206, 0.186080,0.782847
108,0.251290, 0.396773,0.097209, 0.213861,0.162016, 0.340233,0.081008, 0.194419,0.064806, 0.198386,0.687343
109,0.232294, 0.398771,0.181479, 0.290367,0.116147, 0.243098,0.077431, 0.222840,0.039596, 0.197978,0.706107
110,0.214098, 0.367025,0.171842, 0.294586,0.107049, 0.262366,0.116607, 0.254415,0.042403, 0.169610,0.696004
111,0.319706, 0.426275,0.159853, 0.283073,0.093707, 0.187414,0.053284, 0.169844,0.093707, 0.213137,0.559485
112,0.192805, 0.372313,0.112117, 0.313215,0.065775, 0.263101,0.074745, 0.298978,0.032888, 0.274063,1.043342
113,0.267865, 0.424119,0.196434, 0.321438,0.133932, 0.238102,0.066966, 0.162264,0.044644, 0.144235,0.580317
114,0.187990, 0.407311,0.093995, 0.250653,0.117493, 0.313316,0.093995, 0.261097,0.039164, 0.234987,0.934726
115,0.215607, 0.388092,0.180541, 0.300901,0.123343, 0.260781,0.065195, 0.208625,0.043121, 0.213794,0.744387
116,0.188446, 0.351767,0.141335, 0.325070,0.100953, 0.275603,0.070667, 0.275603,0.028267, 0.242288,0.940662
117,0.198160, 0.281827,0.198160, 0.313753,0.198160, 0.323661,0.099080, 0.204451,0.039632, 0.143116,0.533616
118,0.174378, 0.392350,0.174378, 0.319692,0.087189, 0.245219,0.087189, 0.245219,0.043594, 0.230794,0.866546
119,0.252543, 0.361978,0.150824, 0.301649,0.126271, 0.252543,0.075412, 0.226236,0.063136, 0.189407,0.663627
120,0.211527, 0.321889,0.146442, 0.324264,0.146442, 0.324264,0.114881, 0.229762,0.032823, 0.147704,0.695769
121,0.231401, 0.334246,0.186745, 0.326803,0.115700, 0.241919,0.093372, 0.269968,0.038567, 0.161279,0.668430
122,0.273248, 0.493363,0.112253, 0.271278,0.083737, 0.223299,0.068312, 0.251211,0.027912, 0.195387,0.869076
123,0.171006, 0.399013,0.171006, 0.342012,0.106879, 0.285010,0.057002, 0.213757,0.057002, 0.197314,0.874212
124,0.291091, 0.441047,0.153302, 0.298087,0.086445, 0.232508,0.048515, 0.224758,0.034578, 0.189669,0.772137
125,0.177473, 0.295789,0.177473, 0.343115,0.177473, 0.343115,0.095310, 0.204235,0.038124, 0.147894,0.668294
126,0.216578, 0.433156,0.144385, 0.288770,0.108289, 0.247517,0.072193, 0.256127,0.036096, 0.196889,0.844918
127,0.217258, 0.342182,0.279332, 0.418998,0.094613, 0.189225,0.069833, 0.165451,0.060164, 0.162944,0.557600
128,0.259928, 0.368231,0.259928, 0.368231,0.129964, 0.216607,0.064982, 0.155512,0.043321, 0.133296,0.483755
129,0.212112, 0.339379,0.130530, 0.269961,0.130530, 0.317624,0.087020, 0.244913,0.044655, 0.223276,0.790304
130,0.175837, 0.301435,0.216942, 0.390496,0.130165, 0.272727,0.068182, 0.227273,0.043388, 0.173554,0.730970
131,0.312611, 0.408526,0.156306, 0.234458,0.156306, 0.245115,0.081705, 0.163410,0.078153, 0.163410,0.429840
132,0.290007, 0.416885,0.162580, 0.270966,0.085161, 0.193741,0.108386, 0.245180,0.042580, 0.184515,0.622573
133,0.173545, 0.312382,0.229948, 0.357696,0.114974, 0.250852,0.086773, 0.268272,0.038325, 0.167235,0.712872
134,0.211574, 0.370254,0.179985, 0.308545,0.126223, 0.264467,0.066117, 0.220389,0.042074, 0.210372,0.748055
135,0.144260, 0.288520,0.225407, 0.343477,0.112703, 0.281758,0.112703, 0.274781,0.036065, 0.180325,0.737723
136,0.212061, 0.363532,0.119800, 0.279534,0.135159, 0.287521,0.045053, 0.196913,0.067580, 0.292846,0.840693
137,0.185526, 0.318044,0.121160, 0.323093,0.121160, 0.323093,0.121160, 0.267827,0.040387, 0.178551,0.821216
138,0.207875, 0.318742,0.207875, 0.363781,0.103937, 0.224730,0.103937, 0.270237,0.041575, 0.157311,0.669601
139,0.304709, 0.365651,0.166205, 0.249307,0.166205, 0.249307,0.083102, 0.166205,0.083102, 0.166205,0.393352
140,0.194441, 0.351075,0.194441, 0.349994,0.127946, 0.247638,0.064814, 0.228843,0.038888, 0.201920,0.758938
141,0.197588, 0.363561,0.144681, 0.289362,0.098794, 0.263057,0.104910, 0.246747,0.039518, 0.251783,0.829021
142,0.210797, 0.304484,0.135512, 0.271024,0.183597, 0.336595,0.111598, 0.223196,0.055799, 0.167397,0.605394
143,0.182959, 0.345590,0.137219, 0.343049,0.094998, 0.274439,0.060986, 0.214778,0.060986, 0.284994,0.925700
144,0.244846, 0.443055,0.157401, 0.306058,0.084947, 0.220587,0.061212, 0.230178,0.039350, 0.212367,0.824488
145,0.198504, 0.297756,0.148878, 0.279146,0.099252, 0.223317,0.198504, 0.347382,0.049626, 0.157635,0.610473
146,0.187226, 0.353650,0.129618, 0.356450,0.101683, 0.285855,0.064809, 0.259237,0.029052, 0.232419,0.975221
147,0.197205, 0.431386,0.104765, 0.284109,0.098603, 0.331757,0.049301, 0.234674,0.044700, 0.223499,1.010852
148,0.199940, 0.333233,0.199940, 0.324902,0.108301, 0.226019,0.099970, 0.252701,0.066647, 0.188349,0.650407
149,0.179908, 0.404794,0.147198, 0.294396,0.089954, 0.262569,0.089954, 0.263116,0.036799, 0.231311,0.912372
150,0.202104, 0.397471,0.173232, 0.324810,0.132988, 0.257397,0.067368, 0.216540,0.040421, 0.187668,0.767773
151,0.205150, 0.335700,0.142027, 0.293345,0.115397, 0.269259,0.076931, 0.230794,0.071013, 0.260383,0.778963
152,0.205529, 0.264252,0.242231, 0.302789,0.242231, 0.322974,0.080744, 0.126381,0.080744, 0.132126,0.297044
153,0.172348, 0.344696,0.210647, 0.315971,0.113750, 0.252777,0.126388, 0.273841,0.037917, 0.151666,0.677901
154,0.194297, 0.336782,0.215886, 0.346316,0.129531, 0.259063,0.107943, 0.215886,0.043177, 0.151120,0.618332
155,0.146737, 0.345263,0.084656, 0.338623,0.073368, 0.308147,0.073368, 0.308147,0.033862, 0.287829,1.176018
156,0.184615, 0.276923,0.184615, 0.307692,0.184615, 0.307692,0.061538, 0.184615,0.092308, 0.215385,0.584615
157,0.147314, 0.294627,0.176776, 0.383015,0.096074, 0.230578,0.073657, 0.257799,0.058925, 0.281235,0.894508
158,0.222301, 0.369361,0.138240, 0.295120,0.118314, 0.250149,0.069120, 0.244515,0.039438, 0.253441,0.825173
159,0.199534, 0.286510,0.222140, 0.357011,0.120061, 0.247185,0.111070, 0.265850,0.031734, 0.158905,0.630921
160,0.123375, 0.388633,0.172726, 0.351849,0.086363, 0.246751,0.086363, 0.259089,0.030844, 0.254008,1.000659
161,0.189201, 0.384314,0.136645, 0.298135,0.094600, 0.273290,0.063067, 0.213879,0.063067, 0.283801,0.906839
162,0.237174, 0.450630,0.156256, 0.296886,0.085689, 0.228503,0.059293, 0.257066,0.028563, 0.199940,0.866051
163,0.180576, 0.281952,0.220704, 0.361152,0.121752, 0.243504,0.110352, 0.277090,0.040584, 0.162336,0.652066
164,0.268903, 0.393271,0.137990, 0.287479,0.137990, 0.294378,0.091993, 0.214290,0.027598, 0.146107,0.671051
165,0.215756, 0.364088,0.108777, 0.251023,0.090647, 0.251023,0.090647, 0.302158,0.053939, 0.271942,0.880468
166,0.226151, 0.376919,0.178933, 0.298221,0.122244, 0.244488,0.069585, 0.222672,0.048898, 0.211889,0.708379
167,0.302804, 0.370093,0.154206, 0.257009,0.154206, 0.257009,0.084112, 0.168224,0.084112, 0.168224,0.441121
168,0.225587, 0.338381,0.206251, 0.284952,0.123048, 0.246095,0.112794, 0.257814,0.041016, 0.164063,0.582610
169,0.192848, 0.348198,0.192848, 0.376054,0.139279, 0.236512,0.064283, 0.218561,0.038570, 0.192848,0.744345
170,0.212187, 0.339499,0.143634, 0.311208,0.116703, 0.291757,0.077802, 0.233406,0.058351, 0.215452,0.782644
171,0.249480, 0.374220,0.249480, 0.343035,0.124740, 0.228690,0.083160, 0.174636,0.041580, 0.130977,0.503119
172,0.185722, 0.427161,0.116076, 0.301799,0.087842, 0.250976,0.092861, 0.268265,0.037144, 0.232153,0.960708
173,0.252820, 0.413705,0.149394, 0.287721,0.084034, 0.216861,0.084034, 0.231319,0.056023, 0.224090,0.747393
174,0.188464, 0.314106,0.235579, 0.353369,0.127340, 0.269234,0.067308, 0.215387,0.050936, 0.178276,0.660744
175,0.218870, 0.393966,0.164153, 0.273588,0.109435, 0.236616,0.109435, 0.284531,0.043774, 0.165631,0.708666
176,0.176010, 0.352020,0.220012, 0.342241,0.110006, 0.240013,0.088005, 0.275015,0.036669, 0.160009,0.738597
177,0.185804, 0.387091,0.132018, 0.298613,0.104515, 0.330963,0.046451, 0.241545,0.030967, 0.242034,1.000490
178,0.209691, 0.321526,0.209691, 0.349485,0.104846, 0.226693,0.104846, 0.272598,0.041938, 0.158685,0.657977
179,0.173455, 0.361365,0.100070, 0.260183,0.142845, 0.275488,0.100070, 0.252955,0.066714, 0.266854,0.833690
180,0.240262, 0.416454,0.160175, 0.320349,0.096105, 0.224245,0.080087, 0.203859,0.058245, 0.200218,0.730251
181,0.140373, 0.294299,0.207440, 0.355611,0.115960, 0.296343,0.077307, 0.231921,0.046791, 0.233955,0.824258
182,0.150140, 0.300279,0.228381, 0.380635,0.122841, 0.245683,0.076127, 0.250232,0.040947, 0.204735,0.763128
183,0.257069, 0.417737,0.199942, 0.337403,0.128534, 0.239931,0.064267, 0.173027,0.032134, 0.149957,0.636108
184,0.201328, 0.335547,0.146915, 0.244858,0.201328, 0.362390,0.100664, 0.215709,0.040266, 0.150996,0.618999
185,0.191126, 0.382253,0.163823, 0.286689,0.095563, 0.307167,0.057338, 0.229352,0.057338, 0.229352,0.869625
186,0.200488, 0.350854,0.141521, 0.247662,0.200488, 0.372335,0.100244, 0.217771,0.028641, 0.139996,0.657236
187,0.152962, 0.305925,0.229444, 0.369659,0.119710, 0.251295,0.076481, 0.212817,0.057361, 0.224345,0.728084
188,0.253224, 0.422040,0.140680, 0.304807,0.076735, 0.230204,0.063306, 0.255782,0.042204, 0.211020,0.847703
189,0.286967, 0.358708,0.286967, 0.358708,0.116338, 0.155117,0.095656, 0.147162,0.071742, 0.122635,0.284663
190,0.179262, 0.239016,0.210896, 0.316344,0.210896, 0.316344,0.105448, 0.210896,0.052724, 0.158172,0.481547
191,0.140467, 0.289167,0.215760, 0.357120,0.114511, 0.301001,0.076341, 0.248108,0.035117, 0.222407,0.835607
192,0.217535, 0.435069,0.130521, 0.304548,0.079103, 0.276862,0.054384, 0.237311,0.032630, 0.232037,0.971655
193,0.207950, 0.331420,0.207950, 0.331420,0.103975, 0.207950,0.165710, 0.235676,0.051987, 0.155962,0.524856
194,0.321406, 0.437469,0.165573, 0.274174,0.091065, 0.195139,0.060710, 0.188410,0.053568, 0.212485,0.615357
195,0.204366, 0.370130,0.103564, 0.269128,0.102032, 0.263016,0.068021, 0.295856,0.040813, 0.283075,0.962408
196,0.211425, 0.338280,0.181826, 0.297533,0.118582, 0.247283,0.079055, 0.256927,0.059291, 0.209799,0.699644
197,0.199881, 0.333135,0.099941, 0.256990,0.128495, 0.256990,0.099941, 0.224866,0.099941, 0.299822,0.743605
198,0.194906, 0.363825,0.137460, 0.296789,0.113554, 0.302811,0.068730, 0.237431,0.032484, 0.252010,0.905731
199,0.202021, 0.372963,0.154707, 0.300037,0.109456, 0.310127,0.031080, 0.218913,0.051569, 0.249127,0.902333
200,0.229299, 0.388045,0.129348, 0.280255,0.114650, 0.323371,0.076433, 0.229299,0.038217, 0.191083,0.824106
201,0.131216, 0.406771,0.131216, 0.339144,0.065608, 0.274930,0.084786, 0.324917,0.024225, 0.217186,1.125896
202,0.190518, 0.381036,0.122476, 0.293501,0.073486, 0.293942,0.048990, 0.269447,0.040825, 0.285777,1.047409
203,0.302865, 0.432664,0.128357, 0.240670,0.175032, 0.252825,0.091684, 0.192536,0.045842, 0.137525,0.512440
204,0.310168, 0.511777,0.117650, 0.250986,0.077542, 0.204711,0.077542, 0.221770,0.031017, 0.196837,0.772163
205,0.154242, 0.321337,0.192802, 0.347044,0.120711, 0.257069,0.080474, 0.261540,0.038560, 0.226221,0.826422
206,0.242225, 0.350809,0.196286, 0.313063,0.124909, 0.258201,0.083273, 0.218591,0.032714, 0.179929,0.641186
207,0.236519, 0.336105,0.191967, 0.303012,0.136776, 0.236519,0.091184, 0.227960,0.047992, 0.191967,0.591126
208,0.190121, 0.332712,0.190121, 0.316869,0.190121, 0.285182,0.095061, 0.201305,0.047530, 0.150979,0.574091
209,0.133930, 0.267859,0.204834, 0.341389,0.102417, 0.267859,0.102417, 0.272045,0.051208, 0.256042,0.810389
210,0.207972, 0.311958,0.103986, 0.221837,0.207972, 0.363951,0.103986, 0.259965,0.051993, 0.166378,0.648180
211,0.183547, 0.305912,0.231429, 0.360001,0.119885, 0.249258,0.057857, 0.218443,0.045887, 0.227781,0.722790
212,0.215489, 0.409275,0.161229, 0.291366,0.107745, 0.287319,0.071830, 0.237781,0.029723, 0.188244,0.827969
213,0.144542, 0.289084,0.228858, 0.343287,0.114429, 0.267001,0.114429, 0.257465,0.048181, 0.192723,0.699122
214,0.195640, 0.352153,0.144720, 0.253260,0.195640, 0.377306,0.067722, 0.212506,0.029024, 0.172029,0.734508
215,0.311525, 0.389407,0.170365, 0.267717,0.170365, 0.283942,0.085183, 0.175861,0.028394, 0.117241,0.468334
216,0.166625, 0.307615,0.172451, 0.344902,0.123715, 0.259703,0.082477, 0.247430,0.063232, 0.231851,0.783001
217,0.218536, 0.427570,0.161527, 0.339206,0.080763, 0.255750,0.060572, 0.205946,0.036343, 0.213785,0.884516
218,0.220601, 0.397081,0.174541, 0.290902,0.119244, 0.240655,0.073534, 0.232633,0.044120, 0.206689,0.735922
219,0.207650, 0.383354,0.117449, 0.350287,0.084069, 0.274806,0.061435, 0.258027,0.028023, 0.234899,1.002747
220,0.145315, 0.341918,0.083836, 0.335342,0.072658, 0.314849,0.072658, 0.314849,0.033534, 0.285041,1.184000
